0.438;0.667;0.173;0.200;0.533;0.000;0.923;0.400;0.000;1.000;0.000;0.000;0.398;0.000;>50K
0.219;0.000;0.128;0.667;0.867;0.000;0.385;0.400;0.000;1.000;0.000;0.000;0.500;0.000;<=50K
0.178;0.000;0.028;0.467;0.267;0.333;0.231;0.600;0.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.356;0.500;0.270;0.867;1.000;0.333;0.385;0.600;0.000;0.000;0.000;0.000;0.500;0.000;>50K
0.548;0.000;0.161;0.400;0.667;0.000;0.385;0.400;0.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.274;0.000;0.186;0.067;0.600;0.167;0.077;1.000;0.000;0.000;0.000;0.000;0.398;0.000;<=50K
0.151;0.000;0.135;0.067;0.600;0.167;0.538;1.000;1.000;0.000;0.000;0.000;0.245;0.000;<=50K
0.233;0.667;0.144;0.000;0.800;0.000;0.923;0.400;0.000;1.000;0.000;0.000;0.398;0.000;>50K
0.164;0.667;0.069;0.067;0.600;0.333;0.462;0.600;0.000;1.000;0.000;0.000;0.500;0.000;<=50K
0.425;0.167;0.121;0.867;1.000;0.000;0.385;0.400;0.000;1.000;0.000;0.437;0.602;0.000;>50K
0.274;0.000;0.128;0.067;0.600;0.000;0.231;0.400;0.000;1.000;0.000;0.000;0.480;0.000;>50K
0.425;0.000;0.107;0.333;0.733;0.167;0.308;1.000;0.000;0.000;0.000;0.000;0.398;0.050;<=50K
0.205;0.500;0.160;0.200;0.533;0.333;0.154;0.200;1.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.808;0.000;0.075;0.667;0.867;0.000;0.308;0.400;0.000;1.000;0.000;0.000;0.398;0.000;>50K
0.370;0.000;0.125;0.000;0.800;0.000;0.308;0.400;0.000;1.000;0.150;0.000;0.602;0.000;>50K
0.411;0.167;0.092;0.667;0.867;0.333;0.385;0.600;0.000;0.000;0.000;0.000;0.500;0.000;<=50K
0.041;0.000;0.119;0.067;0.600;0.333;0.000;0.200;0.000;0.000;0.000;0.000;0.398;0.000;<=50K
0.164;0.000;0.061;0.200;0.533;0.333;0.077;0.600;0.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.205;0.333;0.207;0.200;0.533;0.000;0.077;0.400;0.000;1.000;0.077;0.000;0.398;0.000;>50K
0.178;0.000;0.123;0.133;0.400;0.333;0.462;0.200;0.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.192;0.667;0.119;0.200;0.533;0.333;0.615;0.600;0.000;0.000;0.000;0.000;0.398;0.000;<=50K
0.342;0.000;0.075;0.200;0.533;0.000;0.462;0.400;0.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.096;0.000;0.285;0.000;0.800;0.333;0.231;0.800;0.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.288;0.000;0.035;0.267;0.933;0.000;0.385;0.400;0.000;1.000;0.000;0.000;0.398;0.000;>50K
0.534;0.167;0.219;0.200;0.533;0.000;0.154;0.400;0.000;1.000;0.000;0.433;0.500;0.100;>50K
0.151;0.000;0.248;0.067;0.600;0.000;0.231;0.000;0.000;0.000;0.041;0.000;0.245;0.000;<=50K
0.260;0.000;0.061;0.200;0.533;0.333;0.538;0.200;0.000;0.000;0.000;0.000;0.398;0.000;<=50K
0.493;0.000;0.056;0.467;0.267;0.000;0.462;0.400;0.000;1.000;0.000;0.000;0.500;0.000;<=50K
0.534;0.333;0.197;0.067;0.600;0.000;0.231;0.400;0.000;1.000;0.000;0.000;0.500;0.000;<=50K
0.438;0.667;0.125;0.400;0.667;0.000;0.077;0.400;1.000;1.000;0.000;0.000;0.398;0.000;>50K
0.521;0.000;0.159;0.067;0.600;0.000;0.231;0.400;0.000;1.000;0.000;0.000;0.561;0.000;<=50K
0.068;0.000;0.060;0.200;0.533;0.333;0.077;0.600;0.000;1.000;0.000;0.000;0.408;0.000;<=50K
0.055;0.000;0.127;0.067;0.600;0.333;0.154;0.200;0.000;0.000;0.000;0.000;0.398;0.000;<=50K
0.315;0.000;0.071;0.000;0.800;0.000;0.308;0.400;0.000;1.000;0.000;0.000;0.602;0.000;<=50K
0.178;0.000;0.043;0.000;0.800;0.333;0.308;0.200;1.000;1.000;0.000;0.000;0.398;0.125;<=50K
0.164;0.833;0.173;0.000;0.800;0.000;0.385;0.400;0.000;1.000;0.000;0.000;0.500;0.000;>50K
0.027;0.000;0.196;0.067;0.600;0.333;0.154;0.200;1.000;1.000;0.000;0.000;0.347;0.000;<=50K
0.411;0.000;0.186;0.000;0.800;0.000;0.308;0.000;0.000;0.000;0.000;0.000;0.398;0.000;>50K
0.041;0.000;0.067;0.067;0.600;0.333;0.615;0.200;0.000;0.000;0.000;0.395;0.276;0.000;<=50K
0.192;0.000;0.069;0.333;0.733;0.000;0.615;0.400;0.000;1.000;0.000;0.000;0.398;0.000;>50K
0.301;0.000;0.239;0.067;0.600;0.167;0.077;0.600;0.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.151;0.000;0.038;0.333;0.733;0.333;0.231;0.600;0.000;0.000;0.000;0.000;0.602;0.000;<=50K
0.096;0.000;0.020;0.200;0.533;0.333;0.154;0.600;0.000;0.000;0.000;0.404;0.398;0.000;<=50K
0.288;0.167;0.073;0.200;0.533;0.000;0.077;0.400;0.000;1.000;0.044;0.000;0.347;0.000;<=50K
0.274;0.000;0.163;0.000;0.800;0.000;0.231;0.400;0.000;1.000;0.000;0.000;0.500;0.000;<=50K
0.397;0.000;0.090;0.333;0.733;0.167;0.000;0.600;1.000;0.000;0.000;0.000;0.357;0.000;<=50K
0.288;0.500;0.076;0.667;0.867;0.000;0.385;0.400;0.000;1.000;0.000;0.000;0.398;0.325;>50K
0.356;0.167;0.029;0.200;0.533;0.000;0.077;0.400;0.000;1.000;0.000;0.000;0.602;0.000;<=50K
0.137;0.000;0.102;0.400;0.667;0.000;0.615;0.000;0.000;0.000;0.000;0.000;0.347;0.000;<=50K
0.041;0.000;0.014;0.067;0.600;0.333;0.231;0.200;0.000;1.000;0.000;0.000;0.194;0.000;<=50K
0.438;0.000;0.046;0.067;0.600;0.000;0.077;0.400;0.250;1.000;0.000;0.000;0.398;0.000;>50K
0.603;0.333;0.036;0.200;0.533;0.000;0.077;0.400;0.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.137;0.000;0.149;0.067;0.600;0.333;0.231;0.200;0.000;0.000;0.000;0.000;0.398;0.000;<=50K
0.027;0.000;0.206;0.067;0.600;0.333;0.154;0.200;0.000;1.000;0.000;0.000;0.296;0.500;<=50K
0.384;0.000;0.124;0.400;0.667;0.333;0.385;0.600;0.000;0.000;0.000;0.359;0.398;0.000;>50K
0.726;0.000;0.062;0.067;0.600;0.333;0.000;0.800;0.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.192;0.000;0.117;0.200;0.533;0.333;0.769;1.000;1.000;0.000;0.000;0.000;0.296;0.000;<=50K
0.068;0.000;0.110;0.067;0.600;0.000;0.154;0.400;0.000;1.000;0.000;0.000;0.235;0.000;<=50K
0.260;0.000;0.064;0.200;0.533;0.667;0.154;1.000;0.000;0.000;0.000;0.000;0.235;0.000;<=50K
0.644;0.000;0.114;0.133;0.400;0.000;0.077;0.400;0.000;1.000;0.000;0.500;0.398;0.000;<=50K
0.411;0.667;0.117;0.067;0.600;0.167;0.615;1.000;0.000;0.000;0.000;0.000;0.378;0.500;<=50K
0.233;0.000;0.125;0.200;0.533;0.333;0.615;0.600;0.000;0.000;0.000;0.000;0.398;0.000;<=50K
0.219;0.000;0.101;0.000;0.800;0.333;0.308;0.800;0.250;0.000;0.000;0.000;0.398;0.375;<=50K
0.055;0.000;0.192;0.200;0.533;0.333;0.077;0.200;0.000;1.000;0.000;0.000;0.347;0.000;<=50K
0.425;0.000;0.118;0.200;0.533;0.000;0.077;0.400;0.000;1.000;0.000;0.000;0.459;0.000;<=50K
0.082;0.000;0.136;0.000;0.800;0.333;0.462;0.600;0.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.740;0.167;0.327;0.067;0.600;0.500;0.231;1.000;1.000;1.000;0.000;0.417;0.010;0.000;<=50K
0.164;0.000;0.121;0.200;0.533;0.167;0.077;0.600;0.000;1.000;0.000;0.000;0.602;0.000;<=50K
0.342;0.000;0.146;0.000;0.800;0.500;0.154;0.800;1.000;1.000;0.000;0.000;0.500;0.000;<=50K
0.110;0.000;0.162;0.200;0.533;0.333;0.154;1.000;0.000;0.000;0.000;0.000;0.398;0.000;<=50K
0.370;0.333;0.044;0.667;0.867;0.167;0.308;1.000;0.250;0.000;0.000;0.000;0.398;0.000;<=50K
0.151;0.000;0.051;0.200;0.533;0.333;0.308;0.600;0.250;0.000;0.000;0.000;0.398;0.050;<=50K
0.384;0.167;0.127;0.667;0.867;0.000;0.231;0.400;0.000;1.000;0.000;0.000;0.398;0.000;>50K
0.260;0.000;0.131;0.067;0.600;0.167;0.154;1.000;0.000;0.000;0.000;0.000;0.398;0.500;<=50K
0.301;0.500;0.151;0.333;0.733;0.333;0.308;0.600;0.000;1.000;0.000;0.000;0.418;0.000;<=50K
0.397;0.833;0.060;0.667;0.867;0.667;0.923;1.000;0.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.014;0.000;0.008;0.133;0.400;0.333;0.462;0.200;0.000;1.000;0.000;0.000;0.153;0.000;<=50K
0.671;0.667;0.028;0.400;0.667;0.667;0.385;0.600;0.000;0.000;0.000;0.000;0.194;0.000;<=50K
0.137;0.000;0.076;0.200;0.533;0.333;0.154;0.600;0.000;1.000;0.000;0.455;0.398;0.000;<=50K
0.151;0.833;0.110;0.200;0.533;0.000;0.923;0.400;0.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.466;0.000;0.056;0.067;0.600;0.000;0.231;0.400;0.000;1.000;0.000;0.454;0.398;0.000;>50K
0.137;0.000;0.282;0.000;0.800;0.333;0.077;0.600;0.000;1.000;0.000;0.000;0.500;0.000;<=50K
0.151;0.833;0.092;0.000;0.800;0.000;0.385;0.400;0.000;1.000;0.000;0.000;0.398;0.000;>50K
0.137;0.000;0.163;0.200;0.533;0.833;0.231;1.000;0.000;0.000;0.000;0.000;0.245;0.000;<=50K
0.055;0.000;0.203;0.200;0.533;0.333;0.077;0.200;1.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.233;0.000;0.320;0.200;0.533;0.333;0.462;0.600;1.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.014;0.000;0.116;0.200;0.533;0.333;0.154;0.200;0.000;1.000;0.000;0.000;0.112;0.000;<=50K
0.219;0.000;0.016;0.000;0.800;0.000;0.385;0.400;0.000;1.000;0.000;0.000;0.653;0.000;<=50K
0.370;0.667;0.114;0.067;0.600;0.000;0.308;0.400;1.000;1.000;0.000;0.000;0.378;0.000;>50K
0.356;0.000;0.069;0.067;0.600;0.167;0.615;0.600;0.000;0.000;0.000;0.000;0.398;0.000;<=50K
0.178;0.000;0.421;0.067;0.600;0.333;0.077;0.600;1.000;1.000;0.000;0.000;0.449;0.000;<=50K
0.315;0.000;0.185;0.533;0.200;0.000;0.538;0.400;0.000;1.000;0.000;0.000;0.398;0.500;>50K
0.274;0.500;0.010;0.067;0.600;0.000;0.615;0.400;0.000;1.000;0.000;0.000;0.418;0.000;>50K
0.233;0.000;0.197;0.200;0.533;0.000;0.615;0.400;1.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.329;0.167;0.088;0.000;0.800;0.167;0.308;0.600;0.000;0.000;0.000;0.000;0.398;0.000;<=50K
0.192;0.000;0.059;0.667;0.867;0.000;0.385;0.000;0.000;0.000;0.000;0.000;0.500;0.000;<=50K
0.562;0.833;0.065;0.867;1.000;0.000;0.385;0.400;0.000;1.000;0.000;0.000;0.000;0.000;>50K
0.288;0.000;0.096;0.067;0.600;0.167;0.538;0.600;1.000;0.000;0.000;0.000;0.276;0.000;<=50K
0.096;0.000;0.099;0.067;0.600;0.000;0.538;0.400;0.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.329;0.667;0.347;0.000;0.800;0.000;0.077;0.400;1.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.411;0.000;0.073;0.067;0.600;0.000;0.000;0.400;0.000;1.000;0.000;0.000;0.449;0.000;<=50K
0.329;0.500;0.080;0.000;0.800;0.000;0.000;0.400;0.000;1.000;0.000;0.000;0.235;0.000;<=50K
0.082;0.000;0.125;0.933;0.133;0.000;0.769;0.800;0.000;1.000;0.000;0.000;0.398;0.500;<=50K
0.260;0.000;0.058;0.067;0.600;0.167;0.077;0.600;0.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.315;0.500;0.029;0.667;0.867;0.333;0.308;0.600;0.000;0.000;0.141;0.000;0.551;0.000;>50K
0.247;0.000;0.085;0.667;0.867;0.000;0.385;0.800;0.000;1.000;0.073;0.000;0.398;0.000;>50K
0.096;0.167;0.013;0.200;0.533;0.333;0.231;0.600;0.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.123;0.000;0.261;0.667;0.867;0.333;0.385;0.600;0.000;0.000;0.000;0.431;0.398;0.000;<=50K
0.466;0.000;0.167;0.000;0.800;0.000;0.308;0.400;0.000;1.000;0.000;0.000;0.500;0.000;>50K
0.342;0.667;0.164;0.067;0.600;0.333;0.385;0.600;0.000;0.000;0.000;0.308;0.398;0.000;<=50K
0.274;0.833;0.023;0.200;0.533;0.167;0.615;1.000;0.000;0.000;0.000;0.000;0.347;0.000;<=50K
0.014;0.000;0.086;0.133;0.400;0.333;0.231;0.200;0.000;0.000;0.000;0.000;0.398;0.000;<=50K
0.260;0.000;0.078;0.000;0.800;0.000;0.154;0.400;1.000;1.000;0.073;0.000;0.357;0.000;>50K
0.247;0.000;0.015;0.200;0.533;0.167;0.077;0.600;0.000;1.000;0.000;0.000;0.602;0.000;<=50K
0.562;0.333;0.134;0.200;0.533;0.000;0.231;0.000;0.000;0.000;0.150;0.000;0.347;0.000;>50K
0.000;0.000;0.035;0.133;0.400;0.333;0.231;0.200;0.000;0.000;0.000;0.000;0.112;0.000;<=50K
0.370;0.667;0.100;0.200;0.533;0.000;0.769;0.400;1.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.274;0.000;0.132;0.200;0.533;0.000;0.077;0.400;0.000;1.000;0.000;0.000;0.398;0.000;>50K
0.247;0.000;0.095;0.067;0.600;0.333;0.231;0.600;0.500;0.000;0.000;0.000;0.398;0.000;<=50K
0.589;0.000;0.049;0.200;0.533;0.000;0.077;0.400;0.250;1.000;0.000;0.000;0.398;0.000;<=50K
0.507;0.333;0.076;0.533;0.200;0.000;0.538;0.400;0.000;1.000;0.000;0.000;0.398;0.000;>50K
0.274;0.000;0.423;0.000;0.800;0.333;0.308;0.600;1.000;1.000;0.000;0.000;0.602;0.000;>50K
0.452;0.000;0.204;0.333;0.733;0.167;0.231;0.600;0.000;0.000;0.000;0.000;0.398;0.000;<=50K
0.288;0.000;0.115;0.000;0.800;0.000;0.231;0.400;0.000;1.000;0.000;0.000;0.500;0.425;<=50K
0.384;0.000;0.065;0.000;0.800;0.000;0.385;0.400;0.000;1.000;0.000;0.000;0.551;0.000;<=50K
0.110;0.000;0.164;0.800;0.333;0.333;0.077;0.600;0.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.192;0.000;0.125;0.067;0.600;0.000;0.462;0.400;0.000;1.000;0.000;0.000;0.398;0.000;<=50K
1.000;0.000;0.026;0.200;0.533;0.333;0.154;0.600;1.000;1.000;0.000;0.506;0.398;0.000;<=50K
0.507;0.000;0.111;0.200;0.533;0.000;0.615;0.400;1.000;1.000;0.000;0.000;0.194;0.000;<=50K
0.493;0.667;0.086;1.000;0.000;0.333;0.538;0.600;0.000;0.000;0.000;0.000;0.347;0.000;<=50K
0.014;0.000;0.156;0.200;0.533;0.333;0.231;0.200;0.000;0.000;0.000;0.000;0.398;0.000;<=50K
0.671;0.167;0.105;0.200;0.533;0.000;0.692;0.400;0.000;1.000;0.014;0.000;0.500;0.000;<=50K
0.795;0.000;0.204;0.400;0.667;0.667;0.615;0.600;0.000;0.000;0.000;0.000;0.194;0.725;<=50K
0.658;0.000;0.111;0.200;0.533;0.167;0.615;0.600;0.000;0.000;0.000;0.000;0.398;0.000;<=50K
0.247;0.000;0.357;0.133;0.400;0.500;0.769;0.600;1.000;1.000;0.037;0.000;0.398;0.000;<=50K
0.329;0.000;0.079;0.200;0.533;0.167;0.231;1.000;1.000;0.000;0.000;0.000;0.378;0.000;<=50K
0.110;0.000;0.099;0.067;0.600;0.333;0.615;0.600;0.000;1.000;0.000;0.000;0.418;0.000;<=50K
0.219;0.000;0.066;0.067;0.600;0.167;0.077;0.800;0.750;0.000;0.000;0.000;0.398;0.000;<=50K
0.151;0.000;0.043;0.267;0.933;0.333;0.385;0.600;0.000;1.000;0.000;0.000;0.551;0.000;>50K
0.575;0.833;0.173;0.200;0.533;0.000;0.154;0.400;0.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.315;0.833;0.107;0.067;0.600;0.333;0.615;0.600;0.000;0.000;0.000;0.000;0.378;0.000;<=50K
0.329;0.000;0.113;0.000;0.800;0.000;0.308;0.400;0.000;1.000;0.000;0.000;0.500;0.325;>50K
0.288;0.667;0.069;0.667;0.867;0.000;0.308;0.400;0.000;1.000;0.000;0.000;0.704;0.000;>50K
0.082;0.000;0.069;0.200;0.533;0.333;0.769;0.200;0.000;1.000;0.000;0.000;0.398;0.000;<=50K
0.315;0.000;0.227;0.000;0.800;0.000;0.385;0.400;0.000;1.000;0.000;0.000;0.398;0.000;>50K
0.329;0.167;0.124;0.200;0.533;0.000;0.154;0.000;0.000;0.000;0.000;0.000;0.194;0.000;<=50K
0.096;0.833;0.177;0.333;0.733;0.000;0.923;0.400;0.000;1.000;0.000;0.000;0.500;0.000;<=50K
0.288;0.000;0.113;0.067;0.600;0.167;0.077;0.600;0.000;1.000;0.000;0.400;0.398;0.000;<=50K
0.562;0.000;0.151;0.200;0.533;0.000;0.615;0.400;0.000;1.000;0.000;0.000;0.449;0.000;>50K
0.205;0.000;0.116;0.200;0.533;0.333;0.154;0.600;0.000;0.000;0.000;0.000;0.337;0.000;<=50K
0.315;0.000;0.132;0.333;0.733;0.000;0.000;0.400;0.000;1.000;0.000;0.454;0.602;0.000;>50K
